,sexe, race,age, education,pays d'origine,etat civil,relation,Secteur d'activite, occupation,gain en capital,perte en capital,revenue annuel,heure par semaine, education-num,revenue annuel  numeric,sexe numeric,race numeric,pays d'origine numeric,etat civil numeric,relation numeric,secteur d'activite numeric,occupation numeric,education numeric
5310, Male, Asian-Pac-Islander,57, Bachelors, China, Married-civ-spouse, Husband, State-gov, Adm-clerical,0,1485, <=50K,40,13,1,1,1,2,2,0,6,1,9
5311, Male, Asian-Pac-Islander,117, Bachelors, China, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, >50K,150,39,0,1,1,2,2,0,3,4,9
5312, Male, Asian-Pac-Islander,98, Bachelors, China, Married-civ-spouse, Husband, Self-emp-not-inc, Exec-managerial,7688,0, >50K,65,26,0,1,1,2,2,0,5,4,9
5313, Male, Asian-Pac-Islander,37, Bachelors, China, Married-civ-spouse, Husband, Private, Other-service,0,0, <=50K,30,13,1,1,1,2,2,0,3,8,9
5314, Male, Asian-Pac-Islander,45, Bachelors, China, Married-civ-spouse, Husband, Private, Prof-specialty,0,0, <=50K,40,13,1,1,1,2,2,0,3,10,9
5315, Male, Asian-Pac-Islander,63, Bachelors, China, Married-civ-spouse, Husband, Self-emp-not-inc, Prof-specialty,0,1977, >50K,32,13,0,1,1,2,2,0,5,10,9
5316, Male, Asian-Pac-Islander,51, Bachelors, China, Married-civ-spouse, Husband, Self-emp-not-inc, Sales,0,2415, >50K,40,13,0,1,1,2,2,0,5,12,9
5317, Male, Asian-Pac-Islander,24, Bachelors, China, Never-married, Not-in-family, Private, Machine-op-inspct,0,0, <=50K,45,13,1,1,1,2,4,1,3,7,9
5318, Male, Asian-Pac-Islander,30, Bachelors, China, Never-married, Not-in-family, Private, Other-service,0,0, <=50K,15,13,1,1,1,2,4,1,3,8,9
5319, Male, White,49, Bachelors, Columbia, Married-civ-spouse, Husband, Private, Prof-specialty,0,0, <=50K,40,13,1,1,4,3,2,0,3,10,9
5320, Male, White,49, Bachelors, Columbia, Married-spouse-absent, Unmarried, Private, Transport-moving,0,0, <=50K,30,13,1,1,4,3,3,4,3,14,9
5321, Male, White,21, Bachelors, Columbia, Never-married, Not-in-family, Private, Adm-clerical,0,0, <=50K,40,13,1,1,4,3,4,1,3,1,9
5322, Male, White,70, Bachelors, Cuba, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, <=50K,20,13,1,1,4,4,2,0,3,4,9
5323, Male, White,99, Bachelors, Cuba, Married-civ-spouse, Husband, Self-emp-inc, Exec-managerial,0,1902, >50K,110,26,0,1,4,4,2,0,4,4,9
5324, Male, White,52, Bachelors, Cuba, Married-civ-spouse, Husband, Private, Other-service,0,0, <=50K,40,13,1,1,4,4,2,0,3,8,9
5325, Male, White,63, Bachelors, Cuba, Married-civ-spouse, Husband, Local-gov, Transport-moving,0,0, <=50K,40,13,1,1,4,4,2,0,1,14,9
5326, Male, White,53, Bachelors, Cuba, Never-married, Own-child, Private, Exec-managerial,0,0, <=50K,40,13,1,1,4,4,4,3,3,4,9
5327, Male, White,27, Bachelors, Dominican-Republic, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, <=50K,40,13,1,1,4,5,2,0,3,4,9
5328, Male, Black,38, Bachelors, Dominican-Republic, Married-spouse-absent, Not-in-family, Private, Craft-repair,0,0, <=50K,40,13,1,1,2,5,3,1,3,3,9
5329, Male, Other,33, Bachelors, Ecuador, Married-civ-spouse, Husband, Private, Machine-op-inspct,0,0, <=50K,40,13,1,1,3,6,2,0,3,7,9
5330, Male, Other,32, Bachelors, Ecuador, Married-civ-spouse, Husband, Private, Prof-specialty,0,0, <=50K,40,13,1,1,3,6,2,0,3,10,9
5331, Male, White,23, Bachelors, Ecuador, Never-married, Not-in-family, Private, Other-service,0,0, <=50K,66,13,1,1,4,6,4,1,3,8,9
5332, Male, White,47, Bachelors, El-Salvador, Married-civ-spouse, Husband, Private, Other-service,0,0, <=50K,40,13,1,1,4,7,2,0,3,8,9
5333, Male, White,26, Bachelors, El-Salvador, Married-civ-spouse, Husband, Local-gov, Prof-specialty,0,0, <=50K,28,13,1,1,4,7,2,0,1,10,9
5334, Male, White,34, Bachelors, El-Salvador, Never-married, Not-in-family, Private, Other-service,0,0, <=50K,40,13,1,1,4,7,4,1,3,8,9
5335, Male, White,34, Bachelors, England, Divorced, Not-in-family, Private, Exec-managerial,0,0, >50K,85,13,0,1,4,8,0,1,3,4,9
5336, Male, White,46, Bachelors, England, Divorced, Not-in-family, Private, Prof-specialty,0,0, >50K,45,13,0,1,4,8,0,1,3,10,9
5337, Male, Black,32, Bachelors, England, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, >50K,40,13,0,1,2,8,2,0,3,4,9
5338, Male, Black,33, Bachelors, England, Married-civ-spouse, Husband, Private, Protective-serv,0,0, <=50K,40,13,1,1,2,8,2,0,3,11,9
5339, Male, White,40, Bachelors, England, Married-civ-spouse, Husband, Self-emp-not-inc, Adm-clerical,0,0, <=50K,40,13,1,1,4,8,2,0,5,1,9
5340, Male, White,65, Bachelors, England, Married-civ-spouse, Husband, Private, Craft-repair,0,0, >50K,40,13,0,1,4,8,2,0,3,3,9
5341, Male, White,112, Bachelors, England, Married-civ-spouse, Husband, Private, Exec-managerial,0,1902, >50K,135,39,0,1,4,8,2,0,3,4,9
5342, Male, White,59, Bachelors, England, Married-civ-spouse, Husband, Self-emp-inc, Exec-managerial,0,0, >50K,40,13,0,1,4,8,2,0,4,4,9
5343, Male, White,33, Bachelors, England, Married-civ-spouse, Husband, Private, Farming-fishing,0,0, <=50K,40,13,1,1,4,8,2,0,3,5,9
5344, Male, White,38, Bachelors, England, Married-civ-spouse, Husband, Private, Prof-specialty,0,0, >50K,40,13,0,1,4,8,2,0,3,10,9
5345, Male, White,34, Bachelors, England, Married-civ-spouse, Husband, Private, Tech-support,0,0, <=50K,40,13,1,1,4,8,2,0,3,13,9
5346, Male, White,51, Bachelors, England, Never-married, Not-in-family, Private, Prof-specialty,0,0, <=50K,70,26,1,1,4,8,4,1,3,10,9
5347, Male, Black,26, Bachelors, England, Never-married, Own-child, Local-gov, Prof-specialty,0,0, <=50K,38,13,1,1,2,8,4,3,1,10,9
5348, Male, White,37, Bachelors, England, Separated, Not-in-family, Private, Other-service,0,0, <=50K,70,13,1,1,4,8,5,1,3,8,9
5349, Male, White,45, Bachelors, France, Divorced, Not-in-family, Self-emp-not-inc, Prof-specialty,0,0, <=50K,45,13,1,1,4,9,0,1,5,10,9
5350, Male, White,80, Bachelors, France, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, >50K,100,26,0,1,4,9,2,0,3,4,9
5351, Male, White,34, Bachelors, France, Never-married, Not-in-family, Private, Prof-specialty,2463,0, <=50K,50,13,1,1,4,9,4,1,3,10,9
5352, Male, White,43, Bachelors, Germany, Divorced, Unmarried, Local-gov, Exec-managerial,0,0, <=50K,42,13,1,1,4,10,0,4,1,4,9
5353, Male, White,35, Bachelors, Germany, Divorced, Unmarried, Private, Tech-support,7430,0, >50K,40,13,0,1,4,10,0,4,3,13,9
5354, Male, White,47, Bachelors, Germany, Married-civ-spouse, Husband, Federal-gov, Adm-clerical,0,0, >50K,45,13,0,1,4,10,2,0,0,1,9
5355, Male, White,45, Bachelors, Germany, Married-civ-spouse, Husband, Private, Craft-repair,0,0, >50K,40,13,0,1,4,10,2,0,3,3,9
5356, Male, White,33, Bachelors, Germany, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, >50K,50,13,0,1,4,10,2,0,3,4,9
5357, Male, White,61, Bachelors, Germany, Married-civ-spouse, Husband, Self-emp-inc, Exec-managerial,0,0, >50K,50,13,0,1,4,10,2,0,4,4,9
5358, Male, White,43, Bachelors, Germany, Married-civ-spouse, Husband, Self-emp-not-inc, Exec-managerial,0,0, <=50K,50,13,1,1,4,10,2,0,5,4,9
5359, Male, White,41, Bachelors, Germany, Married-civ-spouse, Husband, Private, Handlers-cleaners,0,0, <=50K,40,13,1,1,4,10,2,0,3,6,9
5360, Male, White,46, Bachelors, Germany, Married-civ-spouse, Husband, Private, Machine-op-inspct,0,0, >50K,40,13,0,1,4,10,2,0,3,7,9
5361, Male, White,29, Bachelors, Germany, Married-civ-spouse, Husband, Local-gov, Prof-specialty,0,1848, >50K,60,13,0,1,4,10,2,0,1,10,9
5362, Male, White,70, Bachelors, Germany, Married-civ-spouse, Husband, Private, Prof-specialty,5013,0, <=50K,80,26,1,1,4,10,2,0,3,10,9
5363, Male, White,36, Bachelors, Germany, Married-civ-spouse, Husband, Private, Prof-specialty,0,0, >50K,45,13,0,1,4,10,2,0,3,10,9
5364, Male, White,46, Bachelors, Germany, Married-civ-spouse, Husband, Private, Sales,0,0, >50K,50,13,0,1,4,10,2,0,3,12,9
5365, Male, Black,30, Bachelors, Germany, Never-married, Own-child, Private, Exec-managerial,0,0, <=50K,40,13,1,1,2,10,4,3,3,4,9
5366, Male, White,39, Bachelors, Germany, Never-married, Own-child, Private, Sales,0,1092, <=50K,40,13,1,1,4,10,4,3,3,12,9
5367, Male, White,74, Bachelors, Germany, Widowed, Not-in-family, Self-emp-not-inc, Craft-repair,15831,0, >50K,8,13,0,1,4,10,6,1,5,3,9
5368, Male, White,53, Bachelors, Greece, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, <=50K,40,13,1,1,4,11,2,0,3,4,9
5369, Male, White,48, Bachelors, Greece, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, >50K,60,13,0,1,4,11,2,0,3,4,9
5370, Male, Black,43, Bachelors, Haiti, Married-civ-spouse, Husband, Private, Handlers-cleaners,0,0, >50K,40,13,0,1,2,13,2,0,3,6,9
5371, Male, Asian-Pac-Islander,30, Bachelors, Hong, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, >50K,40,13,0,1,1,16,2,0,3,4,9
5372, Male, Asian-Pac-Islander,28, Bachelors, Hong, Never-married, Not-in-family, Private, Prof-specialty,0,0, <=50K,40,13,1,1,1,16,4,1,3,10,9
5373, Male, White,24, Bachelors, Hungary, Never-married, Not-in-family, Private, Prof-specialty,0,0, <=50K,10,13,1,1,4,17,4,1,3,10,9
5374, Male, White,30, Bachelors, Hungary, Never-married, Not-in-family, Private, Tech-support,0,0, <=50K,60,13,1,1,4,17,4,1,3,13,9
5375, Male, Asian-Pac-Islander,31, Bachelors, India, Married-civ-spouse, Husband, Private, Adm-clerical,0,0, <=50K,60,13,1,1,1,18,2,0,3,1,9
5376, Male, Asian-Pac-Islander,146, Bachelors, India, Married-civ-spouse, Husband, Private, Exec-managerial,99999,0, >50K,130,39,0,1,1,18,2,0,3,4,9
5377, Male, Asian-Pac-Islander,57, Bachelors, India, Married-civ-spouse, Husband, Local-gov, Prof-specialty,0,0, <=50K,35,13,1,1,1,18,2,0,1,10,9
5378, Male, Asian-Pac-Islander,32, Bachelors, India, Married-civ-spouse, Husband, Private, Prof-specialty,0,0, <=50K,40,13,1,1,1,18,2,0,3,10,9
5379, Male, Asian-Pac-Islander,68, Bachelors, India, Married-civ-spouse, Husband, State-gov, Prof-specialty,7688,0, >50K,100,26,0,1,1,18,2,0,6,10,9
5380, Male, Asian-Pac-Islander,30, Bachelors, India, Married-civ-spouse, Husband, Private, Sales,0,0, <=50K,40,13,1,1,1,18,2,0,3,12,9
5381, Male, Asian-Pac-Islander,34, Bachelors, India, Married-civ-spouse, Husband, Self-emp-not-inc, Sales,0,0, <=50K,55,13,1,1,1,18,2,0,5,12,9
5382, Male, Asian-Pac-Islander,27, Bachelors, India, Married-civ-spouse, Husband, Private, Tech-support,0,0, >50K,40,13,0,1,1,18,2,0,3,13,9
5383, Male, Other,55, Bachelors, India, Married-civ-spouse, Husband, Private, Exec-managerial,0,1579, <=50K,35,13,1,1,3,18,2,0,3,4,9
5384, Male, White,46, Bachelors, India, Married-civ-spouse, Husband, Private, Sales,0,0, >50K,50,13,0,1,4,18,2,0,3,12,9
5385, Male, Asian-Pac-Islander,33, Bachelors, India, Married-civ-spouse, Other-relative, Private, Adm-clerical,0,0, <=50K,40,13,1,1,1,18,2,2,3,1,9
5386, Male, Asian-Pac-Islander,29, Bachelors, India, Married-civ-spouse, Other-relative, Private, Craft-repair,0,0, <=50K,30,13,1,1,1,18,2,2,3,3,9
5387, Male, Asian-Pac-Islander,43, Bachelors, India, Married-civ-spouse, Other-relative, Self-emp-inc, Sales,0,0, <=50K,45,13,1,1,1,18,2,2,4,12,9
5388, Male, Other,38, Bachelors, India, Married-spouse-absent, Not-in-family, Private, Transport-moving,0,0, <=50K,84,13,1,1,3,18,3,1,3,14,9
5389, Male, Asian-Pac-Islander,25, Bachelors, India, Never-married, Not-in-family, Local-gov, Adm-clerical,0,0, <=50K,20,13,1,1,1,18,4,1,1,1,9
5390, Male, Asian-Pac-Islander,26, Bachelors, India, Never-married, Not-in-family, State-gov, Prof-specialty,0,0, <=50K,20,13,1,1,1,18,4,1,6,10,9
5391, Male, Asian-Pac-Islander,22, Bachelors, India, Never-married, Own-child, Self-emp-not-inc, Prof-specialty,0,0, <=50K,20,13,1,1,1,18,4,3,5,10,9
5392, Male, Other,42, Bachelors, Iran, Divorced, Not-in-family, Self-emp-not-inc, Exec-managerial,0,0, <=50K,30,13,1,1,3,19,0,1,5,4,9
5393, Male, Asian-Pac-Islander,32, Bachelors, Iran, Divorced, Unmarried, Self-emp-not-inc, Craft-repair,0,0, <=50K,47,13,1,1,1,19,0,4,5,3,9
5394, Male, Asian-Pac-Islander,37, Bachelors, Iran, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, <=50K,40,13,1,1,1,19,2,0,3,4,9
5395, Male, Asian-Pac-Islander,32, Bachelors, Iran, Married-civ-spouse, Husband, Self-emp-inc, Other-service,0,0, >50K,50,13,0,1,1,19,2,0,4,8,9
5396, Male, Asian-Pac-Islander,32, Bachelors, Iran, Married-civ-spouse, Husband, Federal-gov, Prof-specialty,0,2002, <=50K,40,13,1,1,1,19,2,0,0,10,9
5397, Male, White,33, Bachelors, Iran, Married-civ-spouse, Husband, Private, Adm-clerical,0,0, >50K,60,13,0,1,4,19,2,0,3,1,9
5398, Male, White,41, Bachelors, Iran, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, >50K,50,13,0,1,4,19,2,0,3,4,9
5399, Male, White,36, Bachelors, Iran, Married-civ-spouse, Husband, Self-emp-not-inc, Exec-managerial,0,0, <=50K,50,13,1,1,4,19,2,0,5,4,9
5400, Male, White,38, Bachelors, Iran, Married-civ-spouse, Husband, Private, Machine-op-inspct,0,0, <=50K,40,13,1,1,4,19,2,0,3,7,9
5401, Male, White,34, Bachelors, Iran, Married-civ-spouse, Husband, Private, Prof-specialty,0,0, <=50K,65,13,1,1,4,19,2,0,3,10,9
5402, Male, White,34, Bachelors, Iran, Married-civ-spouse, Husband, Private, Prof-specialty,0,0, >50K,40,13,0,1,4,19,2,0,3,10,9
5403, Male, White,63, Bachelors, Iran, Married-civ-spouse, Husband, Private, Sales,15024,0, >50K,40,13,0,1,4,19,2,0,3,12,9
5404, Male, White,30, Bachelors, Iran, Never-married, Not-in-family, Private, Prof-specialty,0,0, <=50K,50,13,1,1,4,19,4,1,3,10,9
5405, Male, Asian-Pac-Islander,39, Bachelors, Iran, Never-married, Own-child, Self-emp-not-inc, Sales,0,0, <=50K,60,13,1,1,1,19,4,3,5,12,9
5406, Male, White,108, Bachelors, Ireland, Married-civ-spouse, Husband, Private, Prof-specialty,0,0, >50K,100,26,0,1,4,20,2,0,3,10,9
5407, Male, Asian-Pac-Islander,23, Bachelors, Ireland, Never-married, Not-in-family, Private, Prof-specialty,0,0, <=50K,55,13,1,1,1,20,4,1,3,10,9
5408, Male, White,34, Bachelors, Italy, Married-civ-spouse, Husband, State-gov, Adm-clerical,0,0, <=50K,20,13,1,1,4,21,2,0,6,1,9
5409, Male, White,39, Bachelors, Italy, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, >50K,60,13,0,1,4,21,2,0,3,4,9
5410, Male, White,50, Bachelors, Italy, Married-civ-spouse, Husband, Self-emp-not-inc, Exec-managerial,0,0, >50K,40,13,0,1,4,21,2,0,5,4,9
5411, Male, White,59, Bachelors, Italy, Married-civ-spouse, Husband, Private, Handlers-cleaners,0,0, >50K,40,13,0,1,4,21,2,0,3,6,9
5412, Male, White,33, Bachelors, Italy, Married-civ-spouse, Husband, Private, Prof-specialty,0,0, <=50K,50,13,1,1,4,21,2,0,3,10,9
5413, Male, White,135, Bachelors, Italy, Married-civ-spouse, Husband, Private, Prof-specialty,15024,0, >50K,150,39,0,1,4,21,2,0,3,10,9
5414, Male, White,50, Bachelors, Italy, Married-civ-spouse, Husband, Self-emp-inc, Prof-specialty,0,0, >50K,45,13,0,1,4,21,2,0,4,10,9
5415, Male, White,53, Bachelors, Italy, Never-married, Not-in-family, Private, Other-service,8614,0, >50K,50,13,0,1,4,21,4,1,3,8,9
5416, Male, White,25, Bachelors, Italy, Never-married, Not-in-family, Local-gov, Prof-specialty,0,0, <=50K,35,13,1,1,4,21,4,1,1,10,9
5417, Male, Black,54, Bachelors, Jamaica, Married-civ-spouse, Husband, Self-emp-inc, Sales,0,0, <=50K,40,13,1,1,2,22,2,0,4,12,9
5418, Male, White,34, Bachelors, Jamaica, Married-civ-spouse, Husband, Private, Sales,0,0, <=50K,45,13,1,1,4,22,2,0,3,12,9
5419, Male, Black,48, Bachelors, Jamaica, Married-spouse-absent, Not-in-family, Self-emp-not-inc, Exec-managerial,0,0, >50K,40,13,0,1,2,22,3,1,5,4,9
5420, Male, Black,28, Bachelors, Jamaica, Never-married, Not-in-family, Private, Tech-support,0,0, <=50K,30,13,1,1,2,22,4,1,3,13,9
5421, Male, White,24, Bachelors, Jamaica, Never-married, Not-in-family, Private, Sales,0,0, <=50K,55,13,1,1,4,22,4,1,3,12,9
5422, Male, Asian-Pac-Islander,47, Bachelors, Japan, Divorced, Not-in-family, Self-emp-not-inc, Exec-managerial,0,0, <=50K,60,13,1,1,1,23,0,1,5,4,9
5423, Male, Asian-Pac-Islander,45, Bachelors, Japan, Married-civ-spouse, Husband, Private, Craft-repair,0,0, >50K,40,13,0,1,1,23,2,0,3,3,9
5424, Male, Asian-Pac-Islander,47, Bachelors, Japan, Married-civ-spouse, Husband, Private, Exec-managerial,2885,0, <=50K,65,13,1,1,1,23,2,0,3,4,9
5425, Male, Asian-Pac-Islander,181, Bachelors, Japan, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, >50K,180,52,0,1,1,23,2,0,3,4,9
5426, Male, Asian-Pac-Islander,50, Bachelors, Japan, Married-civ-spouse, Husband, Self-emp-inc, Exec-managerial,7688,0, >50K,50,13,0,1,1,23,2,0,4,4,9
5427, Male, Asian-Pac-Islander,48, Bachelors, Japan, Married-civ-spouse, Husband, Self-emp-not-inc, Exec-managerial,0,0, <=50K,40,13,1,1,1,23,2,0,5,4,9
5428, Male, Asian-Pac-Islander,53, Bachelors, Japan, Married-civ-spouse, Husband, Private, Prof-specialty,0,0, <=50K,40,13,1,1,1,23,2,0,3,10,9
5429, Male, Asian-Pac-Islander,36, Bachelors, Japan, Married-civ-spouse, Husband, Private, Prof-specialty,0,0, >50K,55,13,0,1,1,23,2,0,3,10,9
5430, Male, White,30, Bachelors, Japan, Married-civ-spouse, Husband, Federal-gov, Adm-clerical,0,0, <=50K,30,13,1,1,4,23,2,0,0,1,9
5431, Male, White,39, Bachelors, Japan, Married-civ-spouse, Husband, Self-emp-not-inc, Prof-specialty,15024,0, >50K,50,13,0,1,4,23,2,0,5,10,9
5432, Male, White,35, Bachelors, Japan, Married-civ-spouse, Husband, Self-emp-not-inc, Sales,0,0, <=50K,60,13,1,1,4,23,2,0,5,12,9
5433, Male, Asian-Pac-Islander,26, Bachelors, Japan, Never-married, Not-in-family, Private, Prof-specialty,0,0, <=50K,16,13,1,1,1,23,4,1,3,10,9
5434, Male, White,39, Bachelors, Mexico, Divorced, Not-in-family, State-gov, Protective-serv,0,0, >50K,40,13,0,1,4,25,0,1,6,11,9
5435, Male, Other,31, Bachelors, Mexico, Married-civ-spouse, Husband, Private, Machine-op-inspct,0,0, <=50K,36,13,1,1,3,25,2,0,3,7,9
5436, Male, White,98, Bachelors, Mexico, Married-civ-spouse, Husband, Private, Adm-clerical,0,0, <=50K,80,26,1,1,4,25,2,0,3,1,9
5437, Male, White,32, Bachelors, Mexico, Married-civ-spouse, Husband, Private, Craft-repair,0,0, <=50K,70,13,1,1,4,25,2,0,3,3,9
5438, Male, White,48, Bachelors, Mexico, Married-civ-spouse, Husband, Local-gov, Exec-managerial,0,0, >50K,60,13,0,1,4,25,2,0,1,4,9
5439, Male, White,65, Bachelors, Mexico, Married-civ-spouse, Husband, Self-emp-inc, Exec-managerial,0,0, >50K,44,13,0,1,4,25,2,0,4,4,9
5440, Male, White,38, Bachelors, Mexico, Married-civ-spouse, Husband, Private, Other-service,0,0, <=50K,35,13,1,1,4,25,2,0,3,8,9
5441, Male, White,34, Bachelors, Mexico, Married-civ-spouse, Husband, Local-gov, Prof-specialty,0,0, >50K,45,13,0,1,4,25,2,0,1,10,9
5442, Male, White,30, Bachelors, Mexico, Married-civ-spouse, Husband, Private, Sales,0,0, >50K,40,13,0,1,4,25,2,0,3,12,9
5443, Male, White,32, Bachelors, Mexico, Married-civ-spouse, Husband, Self-emp-inc, Sales,7688,0, >50K,55,13,0,1,4,25,2,0,4,12,9
5444, Male, Other,40, Bachelors, Mexico, Married-spouse-absent, Not-in-family, Private, Other-service,0,0, <=50K,40,13,1,1,3,25,3,1,3,8,9
5445, Male, Amer-Indian-Eskimo,23, Bachelors, Mexico, Never-married, Not-in-family, Private, Craft-repair,0,0, <=50K,40,13,1,1,0,25,4,1,3,3,9
5446, Male, White,50, Bachelors, Mexico, Never-married, Not-in-family, Private, Craft-repair,0,0, <=50K,80,26,1,1,4,25,4,1,3,3,9
5447, Male, White,36, Bachelors, Mexico, Never-married, Not-in-family, Self-emp-not-inc, Farming-fishing,0,0, <=50K,50,13,1,1,4,25,4,1,5,5,9
5448, Male, White,28, Bachelors, Mexico, Never-married, Not-in-family, Private, Other-service,0,0, <=50K,43,13,1,1,4,25,4,1,3,8,9
5449, Male, White,48, Bachelors, Mexico, Never-married, Not-in-family, Private, Other-service,0,0, >50K,50,13,0,1,4,25,4,1,3,8,9
5450, Male, White,26, Bachelors, Mexico, Never-married, Own-child, Private, Craft-repair,0,0, <=50K,40,13,1,1,4,25,4,3,3,3,9
5451, Male, White,29, Bachelors, Nicaragua, Married-civ-spouse, Husband, State-gov, Prof-specialty,0,0, <=50K,25,13,1,1,4,26,2,0,6,10,9
5452, Male, Black,63, Bachelors, Outlying-US(Guam-USVI-etc), Divorced, Not-in-family, Local-gov, Craft-repair,0,0, <=50K,35,13,1,1,2,27,0,1,1,3,9
5453, Male, White,34, Bachelors, Peru, Married-civ-spouse, Husband, Private, Prof-specialty,0,1848, >50K,40,13,0,1,4,28,2,0,3,10,9
5454, Male, White,30, Bachelors, Peru, Married-civ-spouse, Husband, Private, Sales,0,0, <=50K,20,13,1,1,4,28,2,0,3,12,9
5455, Male, Asian-Pac-Islander,81, Bachelors, Philippines, Married-civ-spouse, Husband, Federal-gov, Adm-clerical,7298,0, >50K,80,26,0,1,1,29,2,0,0,1,9
5456, Male, Asian-Pac-Islander,169, Bachelors, Philippines, Married-civ-spouse, Husband, Private, Adm-clerical,0,0, <=50K,120,39,1,1,1,29,2,0,3,1,9
5457, Male, Asian-Pac-Islander,203, Bachelors, Philippines, Married-civ-spouse, Husband, Private, Adm-clerical,3103,2415, >50K,190,65,0,1,1,29,2,0,3,1,9
5458, Male, Asian-Pac-Islander,38, Bachelors, Philippines, Married-civ-spouse, Husband, Local-gov, Craft-repair,0,0, <=50K,40,13,1,1,1,29,2,0,1,3,9
5459, Male, Asian-Pac-Islander,66, Bachelors, Philippines, Married-civ-spouse, Husband, Private, Craft-repair,0,0, <=50K,30,13,1,1,1,29,2,0,3,3,9
5460, Male, Asian-Pac-Islander,74, Bachelors, Philippines, Married-civ-spouse, Husband, Private, Craft-repair,0,0, >50K,80,26,0,1,1,29,2,0,3,3,9
5461, Male, Asian-Pac-Islander,54, Bachelors, Philippines, Married-civ-spouse, Husband, Local-gov, Exec-managerial,0,0, >50K,40,13,0,1,1,29,2,0,1,4,9
5462, Male, Asian-Pac-Islander,107, Bachelors, Philippines, Married-civ-spouse, Husband, Private, Exec-managerial,0,0, >50K,80,26,0,1,1,29,2,0,3,4,9
5463, Male, Asian-Pac-Islander,43, Bachelors, Philippines, Married-civ-spouse, Husband, Self-emp-not-inc, Exec-managerial,0,0, <=50K,50,13,1,1,1,29,2,0,5,4,9
5464, Male, Asian-Pac-Islander,42, Bachelors, Philippines, Married-civ-spouse, Husband, Private, Other-service,0,0, >50K,72,13,0,1,1,29,2,0,3,8,9
5465, Male, Asian-Pac-Islander,46, Bachelors, Philippines, Married-civ-spouse, Husband, Local-gov, Prof-specialty,0,0, >50K,40,13,0,1,1,29,2,0,1,10,9
5466, Male, Asian-Pac-Islander,105, Bachelors, Philippines, Married-civ-spouse, Husband, Private, Prof-specialty,15024,0, >50K,136,39,0,1,1,29,2,0,3,10,9
5467, Male, Asian-Pac-Islander,38, Bachelors, Philippines, Married-civ-spouse, Husband, Local-gov, Protective-serv,0,0, >50K,40,13,0,1,1,29,2,0,1,11,9
5468, Male, Asian-Pac-Islander,63, Bachelors, Philippines, Married-civ-spouse, Husband, Private, Protective-serv,0,0, >50K,40,13,0,1,1,29,2,0,3,11,9
5469, Male, Asian-Pac-Islander,35, Bachelors, Philippines, Married-civ-spouse, Husband, Local-gov, Sales,7298,0, >50K,40,13,0,1,1,29,2,0,1,12,9
5470, Male, Asian-Pac-Islander,48, Bachelors, Philippines, Married-civ-spouse, Husband, Private, Tech-support,0,0, >50K,45,13,0,1,1,29,2,0,3,13,9
5471, Male, White,43, Bachelors, Philippines, Married-civ-spouse, Husband, Federal-gov, Prof-specialty,0,0, >50K,40,13,0,1,4,29,2,0,0,10,9
5472, Male, White,39, Bachelors, Philippines, Married-civ-spouse, Husband, Private, Transport-moving,0,1977, >50K,45,13,0,1,4,29,2,0,3,14,9
5473, Male, Asian-Pac-Islander,55, Bachelors, Philippines, Married-civ-spouse, Other-relative, Private, Other-service,0,0, <=50K,35,13,1,1,1,29,2,2,3,8,9
5474, Male, White,32, Bachelors, Philippines, Married-civ-spouse, Other-relative, Private, Adm-clerical,0,0, >50K,40,13,0,1,4,29,2,2,3,1,9
5475, Male, Amer-Indian-Eskimo,49, Bachelors, Philippines, Married-spouse-absent, Not-in-family, Private, Adm-clerical,0,0, <=50K,40,13,1,1,0,29,3,1,3,1,9
5476, Male, Asian-Pac-Islander,49, Bachelors, Philippines, Married-spouse-absent, Not-in-family, Private, Other-service,0,0, <=50K,40,13,1,1,1,29,3,1,3,8,9
5477, Male, Asian-Pac-Islander,27, Bachelors, Philippines, Never-married, Not-in-family, Private, Other-service,0,0, <=50K,40,13,1,1,1,29,4,1,3,8,9
5478, Male, Asian-Pac-Islander,29, Bachelors, Philippines, Never-married, Own-child, Private, Prof-specialty,0,0, >50K,64,13,0,1,1,29,4,3,3,10,9
5479, Male, Asian-Pac-Islander,25, Bachelors, Philippines, Never-married, Unmarried, Private, Sales,0,0, <=50K,44,13,1,1,1,29,4,4,3,12,9
5480, Male, Asian-Pac-Islander,27, Bachelors, Philippines, Separated, Not-in-family, Private, Prof-specialty,0,0, >50K,40,13,0,1,1,29,5,1,3,10,9
5481, Male, Asian-Pac-Islander,37, Bachelors, Philippines, Separated, Not-in-family, Private, Tech-support,0,0, <=50K,40,13,1,1,1,29,5,1,3,13,9
